(1528,4),
(1529,20),
(1530,16),
(1531,1),
(1532,9),
(1533,15),
(1534,1),
(1535,14),
(1536,22),
(1537,16),
(1538,20),
(1539,11),
(1540,22),
(1541,18),
(1542,6),
(1543,21),
(1544,18),
(1545,14),
(1546,2),
(1547,14),
(1548,10),
(1549,20),
(1550,19),
(1551,8),
(1552,15),
(1553,2),
(1554,1),
(1555,22),
(1556,20),
(1557,19),
(1558,8),
(1559,1),
(1560,2),
(1561,15),
(1562,11),
(1563,5),
(1564,14),
(1565,19),
(1566,4),
(1567,6),
(1568,10),
(1569,10),
(1570,15),
(1571,11),
(1572,12),
(1573,2),
(1574,9),
(1575,11),
(1576,6),
(1577,10),
(1578,20),
(1579,7),
(1580,22),
(1581,15),
(1582,15),
(1583,1),
(1584,22),
(1585,1),
(1586,16),
(1587,7),
(1588,7),
(1589,13),
(1590,14),
(1591,3),
(1592,20),
(1593,8),
(1594,10),
(1595,21),
(1596,7),
(1597,22),
(1598,7),
(1599,4),
(1600,14),
(1601,3),
(1602,14),
(1603,20),
(1604,5),
(1605,1),
(1606,12),
(1607,18),
(1608,15),
(1609,14),
(1610,6),
(1611,7),
(1612,17),
(1613,14),
(1614,20),
(1615,1),
(1616,8),
(1617,3),
(1618,6),
(1619,16),
(1620,1),
(1621,16),
(1622,7),
(1623,3),
(1624,2),
(1625,4),
(1626,4),
(1627,12),
(1628,12),
(1629,6),
(1630,17),
(1631,3),
(1632,21),
(1633,22),
(1634,21),
(1635,3),
(1636,21),
(1637,2),
(1638,5),
(1639,9),
(1640,15),
(1641,17),
(1642,11),
(1643,19),
(1644,2),
(1645,10),
(1646,21),
(1647,9),
(1648,22),
(1649,12),
(1650,5),
(1651,6),
(1652,2),
(1653,3),
(1654,8),
(1655,3),
(1656,20),
(1657,13),
(1658,4),
(1659,5),
(1660,11),
(1661,12),
(1662,15),
(1663,9),
(1664,10),
(1665,6),
(1666,22),
(1667,4),
(1668,19),
(1669,17),
(1670,21),
(1671,7),
(1672,19),
(1673,7),
(1674,18),
(1675,11),
(1676,5),
(1677,2),
(1678,20),
(1679,5),
(1680,20),
(1681,2),
(1682,7),
(1683,21),
(1684,13),
(1685,7),
(1686,1),
(1687,11),
(1688,19),
(1689,21),
(1690,13),
(1691,15),
(1692,6),
(1693,18),
(1694,11),
(1695,19),
(1696,1),
(1697,8),
(1698,11),
(1699,7),
(1700,16),
(1701,8),
(1702,22),
(1703,6),
(1704,9),
(1705,18),
(1706,2),
(1707,20),
(1708,8),
(1709,22),
(1710,3),
(1711,18),
(1712,12),
(1713,5),
(1714,13),
(1715,10),
(1716,20),
(1717,3),
(1718,7),
(1719,18),
(1720,11),
(1721,21),
(1722,17),
(1723,20),
(1724,3),
(1725,13),
(1726,2),
(1727,3),
(1728,1),
(1729,12),
(1730,15),
(1731,5),
(1732,1),
(1733,9),
(1734,13),
(1735,17),
(1736,21),
(1737,11),
(1738,8),
(1739,16),
(1740,1),
(1741,6),
(1742,6),
(1743,4),
(1744,13),
(1745,15),
(1746,10),
(1747,20),
(1748,16),
(1749,15),
(1750,16),
(1751,9),
(1752,7),
(1753,19),
(1754,17),
(1755,17),
(1756,22),
(1757,19),
(1758,10),
(1759,5),
(1760,7),
(1761,9),
(1762,8),
(1763,15),
(1764,16),
(1765,5),
(1766,15),
(1767,3),
(1768,15),
(1769,5),
(1770,10),
(1771,12),
(1772,13),
(1773,1),
(1774,7),
(1775,4),
(1776,12),
(1777,8),
(1778,9),
(1779,11),
(1780,14),
(1781,11),
(1782,11),
(1783,7),
(1784,6),
(1785,16),
(1786,7),
(1787,3),
(1788,2),
(1789,10),
(1790,16),
(1791,10),
(1792,6),
(1793,8),
(1794,3),
(1795,4),
(1796,18),
(1797,6),
(1798,19),
(1799,13),
(1800,5),
(1801,19),
(1802,15),
(1803,16),
(1804,17),
(1805,7),
(1806,7),
(1807,19),
(1808,17),
(1809,5),
(1810,3),
(1811,16),
(1812,11),
(1813,3),
(1814,16),
(1815,10),
(1816,4),
(1817,8),
(1818,13),
(1819,17),
(1820,18),
(1821,1),
(1822,19),
(1823,13),
